TF	target	importance
ITM2A	SLC38A1	0.016240210911995005
CD82	LY9	0.016228690791611586
SEPT1	TRBC2	0.016223450761052048
GNLY	TRAC	0.01621282916609356
CD2	CD247	0.016211229963158515
CD2	LAT	0.016181586176490733
CCL5	IKZF3	0.016181146089831427
TMSB10	CD3D	0.016167043391976856
ZAP70	TMC8	0.016164168149861078
GNLY	TUBA4A	0.016148696131942596
SKAP1	TRBC2	0.016146620228788724
S100A10	CXCR4	0.0161412289537193
ALOX5AP	TRBV4-1	0.01613481736611922
CD2	PTPN7	0.016130451099578093
GNLY	RARRES3	0.016119852039582945
DUSP2	ZFP36L2	0.016110945694125398
LAT	TRAC	0.016077113216488862
ALOX5AP	PTGER4	0.016074126047052856
ITM2A	IL2RG	0.016070156984363693
ACTB	CD28	0.016068579460610303
CXCR4	SAMSN1	0.01605595943241262
CD82	CD96	0.016050872703188144
TMSB4X	CD82	0.016050239494456296
ACTB	PTGER4	0.016044528656588463
CD52	KLRB1	0.016042855622459114
PTGER4	CD69	0.01604203469777537
TNFRSF18	BATF	0.016040317574970046
CD3G	RARRES3	0.016039757274554832
GNLY	CLEC2D	0.01601843931875714
RARRES3	SELL	0.01600737040904856
LAT	CD247	0.016002768862304617
S100A10	DDIT4	0.016002261086351124
CD52	SRGN	0.015999201791229257
TMSB4X	RHOH	0.015985106808819816
SEPT1	CD3G	0.015968464398889413
C12orf75	LCK	0.015962826876355078
TRBV4-1	LAT	0.015961460207864764
GIMAP7	TCF7	0.015953243140349325
LCK	CCL5	0.015942923467479525
SRGN	S100A4	0.015940199037381444
SEPT1	ZAP70	0.015928783607159918
BATF	CD96	0.015920242741621987
GNLY	CD3D	0.015920200148495784
CD40LG	TNFRSF4	0.01591159687128462
ISG20	GZMA	0.015910361053552816
S100A4	LAT	0.01590802822404948
TRAV8-3	TNFRSF25	0.01590787987795684
DUSP2	TSPAN13	0.015907708233246352
CD82	S100A4	0.01589336711833265
CD2	APOBEC3G	0.015892725087332284
SLC9A3R1	CAMK4	0.01588645891370124
S100A10	RASAL3	0.015874908228357017
TMSB4X	ZFP36L2	0.01586813628712645
CXCR4	PTGER4	0.015862071341182768
HSPA8	IL2RG	0.015857844786544915
SH2D1A	BATF	0.01582518117622911
IL32	IL22	0.015815372937786683
SKAP1	IKZF3	0.015813524686871076
SKAP1	GZMM	0.01580776785303062
LCK	SIT1	0.015805915214523087
RHOH	PTGER4	0.015801411523545292
CXCR3	TRAV8-2	0.01577936723279384
S100A4	DDIT4	0.015771355367575075
CD3G	KIAA1551	0.015759162310834636
ZAP70	CD52	0.015750804140772203
TMSB10	RASAL3	0.015742661714582447
SELL	TCF7	0.015741020825403632
IL7R	CLEC2D	0.015729897979223594
HLA-DQA1	DDIT4	0.015725186374993004
CD82	LAT	0.015724231718633314
RGS1	SRGN	0.015720235429580905
DDIT4	SAMSN1	0.015712416650621595
C12orf75	CD247	0.015711812142539493
SIT1	TUBA4A	0.0157113408891919
ITM2A	TIGIT	0.01570357647710182
ZFP36L2	PIM2	0.015701034335252773
SH2D2A	KLRB1	0.015699589172509815
CD74	ALOX5AP	0.015699042988397808
GNLY	CCL5	0.015692944383990076
HLA-DRB1	TMSB4X	0.01569025451374419
TRBC1	IKZF3	0.015686350318601956
IL32	TNFRSF4	0.01568344089923319
RGS1	TAGAP	0.01568234246960665
TMSB10	IKZF3	0.01567057730079555
ZAP70	PTPN7	0.015653711635443615
GIMAP7	EVL	0.01565311588006048
RHOH	SLAMF1	0.015648518352137212
CD40LG	CD96	0.015642874951161755
ITM2A	PGM2L1	0.01563393728413104
PGM2L1	TRAV8-2	0.015627920347464727
CD74	ZFP36L2	0.015616663326078029
TSPAN13	LY9	0.015614903659094834
CD3D	SYTL1	0.015604897450895777
TIGIT	LTB	0.015604276960590318
GZMM	TRBC1	0.015590893417809282
SLAMF1	BIRC3	0.015578590387024704
NBAS	APOBEC3G	0.015575732645838596
TSPAN13	ZAP70	0.015571397105711753
ALOX5AP	LAIR2	0.015560727280671507
TOX	TIGIT	0.015558065022680381
CD74	GZMM	0.015553514220166879
LAT	IL2RG	0.015550964931959614
PTPRCAP	TSPAN13	0.015549961066493836
ACTB	RGS1	0.015549930617455016
TRBV4-1	ISG20	0.015512778734413252
GATA3	CD3D	0.01550855354026421
ITM2A	SIT1	0.01550834411748521
ACTB	CLEC2D	0.015506301318763946
S100A10	GIMAP7	0.015505528236560028
CXCR3	CD2	0.015505454291607835
NBAS	DUSP2	0.015497071401776408
C12orf75	LIME1	0.015490232707853645
CD52	ALOX5AP	0.015481707999704566
HLA-DRB5	CXCR4	0.015481596293703211
CD74	IKZF3	0.015480685308404624
IL2RG	APOBEC3G	0.015476952822575706
CCL5	APOBEC3G	0.015475016137336378
TMSB10	PTPN7	0.015474004465396103
TIGIT	SH2D2A	0.015455564189595098
S100A4	SLAMF1	0.015446499723612634
PGM2L1	DDIT4	0.015418215705099466
CD74	RGS1	0.01541736367325046
TMSB4X	PGM2L1	0.015416162727909697
TSPAN13	RGS1	0.015415319505661313
CXCR3	APOBEC3G	0.015413581974843698
CST7	IKZF3	0.015401684283517472
CD3D	LY9	0.01539325508070004
LAT	PIM2	0.015390620344186383
LAT	ZAP70	0.015389615379115668
CD2	IKZF3	0.015368038284247687
ACTB	TC2N	0.015364982994260801
SKAP1	GATA3	0.015350946853383608
LAIR2	SEPT1	0.015330089563490494
CD40LG	TNFRSF18	0.015324702919956506
CXCR3	SH2D2A	0.015311776544628307
ZFP36L2	KIAA1551	0.015310889237294015
ITM2A	SKAP1	0.015305589531576626
CD74	TNFRSF25	0.015295425804929635
IL22	ITM2A	0.015263018245933596
HSPA8	LAIR2	0.015261376917287373
CD52	CD247	0.015234613218116652
HLA-DQA1	TAGAP	0.015220292431961133
TIGIT	IL2RG	0.015214405559729307
TMSB4X	CCL5	0.015180436774535481
HSPA8	TRBV4-1	0.015169606386721834
NBAS	TMSB4X	0.015147968183703774
LAT	TRBC1	0.015146134121157515
SEPT1	TC2N	0.015143887785446368
S100A4	ZFP36L2	0.015137809607883225
ZAP70	RARRES3	0.015132133092649883
GNLY	GATA3	0.015111782496218815
SH2D1A	CD96	0.015109079202042654
CD74	CXCR3	0.015108394735868872
TRBV4-1	CD52	0.015102331666946087
CD82	SEPT1	0.01510108191129576
IL7R	RGS1	0.015098189320488002
HLA-DPA1	RARRES3	0.01509625632280183
PGM2L1	TIGIT	0.015095962602307339
HSPA8	SKAP1	0.015090958552774092
ZAP70	TRAC	0.015085213834454192
IL22	ZFP36L2	0.015081953898718043
CD74	TUBA4A	0.015081228991317117
CD2	EVL	0.015079039150423143
TRAV8-3	IL2RG	0.015076057734677656
CD2	RASAL3	0.015072186231449413
PTPRCAP	PGM2L1	0.015072089095254825
LAT	TCF7	0.01507116519857495
S100A4	PTPRCAP	0.015068612355030767
BATF	APOBEC3G	0.015044621537995151
CD40LG	LAT	0.015038324031584978
S100A4	PIM2	0.015038303643490878
CD52	SAMSN1	0.015036801080857679
SRGN	TMC8	0.015005828835191698
CD74	SKAP1	0.015003340062947804
ALOX5AP	BATF	0.015003020289352558
PGM2L1	CD69	0.015000834409175316
ZAP70	SLC38A1	0.014990209260305719
S100A10	TCF7	0.014979026814123891
IL32	SAMSN1	0.014977043570056855
IL22	SAMSN1	0.014970265633140311
TMSB10	ITM2A	0.014969455836735836
TRBV4-1	SIT1	0.014969393698775717
TRAV8-3	GZMM	0.014938186207683361
RARRES3	EVL	0.014935230655149814
LCK	SYTL1	0.014928960009454454
TNFRSF25	CAMK4	0.014915481879491932
HSPA8	ITK	0.01491208474093709
GATA3	CD52	0.01489819164073188
RARRES3	KLRB1	0.014892260696186087
TRBV4-1	CD247	0.014884277942053088
CD40LG	TOX	0.014861836098417394
TMSB10	CD3E	0.014843326864495245
CXCR3	ZAP70	0.0148426327031245
SH2D2A	TNFRSF18	0.014838395987156871
CD40LG	SLAMF1	0.014830164546741954
CD52	TRAV8-3	0.01482663952125693
HSPA8	TMC8	0.014816795359157775
LIME1	TUBA4A	0.014816793836717045
HLA-DQA1	SH2D2A	0.014807508757289036
TNFRSF18	IL7R	0.014798015539992488
GIMAP7	CLEC2D	0.014790884381410931
ALOX5AP	CST7	0.01478954148871922
CXCR4	IL7R	0.01478778110017888
TIGIT	CD2	0.014761955690098163
CD52	RASAL3	0.014759013377499252
S100A10	ITM2A	0.014747573511790686
NBAS	S100A4	0.014742102106476246
TOX	TSPAN13	0.014736276511753207
LAIR2	CD3D	0.014730869921805612
HLA-DQA1	TNFRSF4	0.01471947913799184
ACTB	TRBC2	0.014714359307339
TMSB10	TRBC1	0.014707898915688154
TRBV4-1	DDIT4	0.014702350222775332
TMSB4X	CAMK4	0.014696925621776151
LCK	TRAC	0.014692860151075444
CD74	LTB	0.014684085777143151
GATA3	LAT	0.014676429733494836
ZFP36L2	GIMAP7	0.014673063411704452
HLA-DQA1	SELL	0.014655266537283405
HLA-DRB1	SLAMF1	0.014648259123722302
CD69	KLRB1	0.014641300272602091
ITM2A	CD96	0.014636689314681456
ACTB	ISG20	0.014631475366954517
RARRES3	LCK	0.01463113323228749
TMSB10	TNFRSF25	0.014630754217508351
CD3G	SEPT1	0.014629568410687188
BATF	TNFRSF25	0.014628252351098164
SLC9A3R1	CD247	0.014623885216982708
IL22	IL32	0.01461229381816186
ITM2A	TOX	0.01460824733904594
SEPT1	TUBA4A	0.01460783022092279
ZFP36L2	TAGAP	0.014607370515277
SKAP1	PIM2	0.014598983110740137
CD40LG	CXCR3	0.014594698296393073
GIMAP7	CD52	0.014582531926367333
S100A10	IL2RG	0.01457631122183439
KLRB1	LTB	0.014572065786545995
S100A4	SLC9A3R1	0.014567552437029315
CD40LG	SH2D1A	0.014566998874261725
CD82	ITK	0.014563944511374556
LAIR2	DUSP2	0.014554432735542844
CXCR3	TIGIT	0.014553681420192293
CD3D	IKZF3	0.014548998274733917
HSPA8	APOBEC3G	0.014541786265740049
BIRC3	TMSB10	0.014540531444393484
CD74	CCL5	0.014531017173166105
IL22	GZMM	0.014523493348999491
TMSB4X	TC2N	0.014518565633140796
S100A10	RARRES3	0.014517437616672868
TMSB10	SKAP1	0.014515587245405739
ACTB	TRBC1	0.014511756803930168
TNFRSF18	TSPAN13	0.014510328465866055
GZMA	GNLY	0.014504817420237062
SRGN	SYTL1	0.014500812373493523
CD52	LY9	0.01449741200506847
CD3G	TC2N	0.01449463305868659
ZFP36L2	DDIT4	0.01449140842143058
CD3G	CD28	0.014489057500370129
PTPRCAP	LAIR2	0.014482578441684078
BIRC3	IL7R	0.014481068914372517
ZAP70	SLC9A3R1	0.014470516980392758
CXCR3	IL32	0.014465854674181116
ALOX5AP	KLRB1	0.01446340680130133
APOBEC3G	TNFRSF25	0.01445554450158206
GNLY	SLC38A1	0.014455039377440968
SLC9A3R1	TMSB10	0.01445403320308871
S100A10	SLC38A1	0.014451359991660199
CD3G	CD52	0.014429611995775254
BIRC3	ZFP36L2	0.01442531108662362
LTB	TRAV8-3	0.014423226878226374
S100A4	ISG20	0.01442154984783775
TMSB10	GATA3	0.014414153305430805
S100A4	ITM2A	0.01441388204331318
S100A4	SLC38A1	0.014413121622208666
CXCR3	PTPRCAP	0.014409918030593018
LCK	SLC38A1	0.014408761376502047
CXCR4	TAGAP	0.014395626303906698
TIGIT	IL22	0.014386924433349425
S100A10	CD28	0.01438616180654638
S100A10	TOX	0.014385677716879618
CD3G	CD247	0.014378972098624621
ACTB	CD3G	0.014378931450046857
SELL	KIAA1551	0.014376825187138469
SIT1	LIME1	0.014375710224451131
ZFP36L2	S100A10	0.014374311041775143
EVL	CCL5	0.014371708486356717
CD74	PIM2	0.014369121672734401
ACTB	LY9	0.014368817036072224
LAT	PTPRCAP	0.014361929416068215
TIGIT	ITM2A	0.014357906322567667
HLA-DRB1	GIMAP7	0.014335344483375353
SKAP1	CD247	0.014327704538286287
EVL	SLC38A1	0.014326978904326201
DDIT4	PIM2	0.014324421531877511
DUSP2	CD74	0.01432012609446062
GZMM	CD96	0.01431360725538732
IL22	RASAL3	0.0143102218468799
CD40LG	PTPRCAP	0.014308581907609917
SEPT1	TRAT1	0.014307354996391256
CD3E	CD69	0.014300841994850547
S100A4	RGS1	0.014286785863390567
GZMA	RARRES3	0.014282964692016644
CD3E	RHOH	0.01427841903887848
SRGN	PIM2	0.014273440362882217
ZAP70	CLEC2D	0.014268719734778137
GIMAP7	LIME1	0.014261186228277031
CD82	PTGER4	0.014251653070376414
ALOX5AP	CD2	0.01425015670507479
LTB	KIAA1551	0.014249312301134878
S100A4	TRBC2	0.01424541889465104
ZAP70	GNLY	0.01424370555273601
BATF	TAGAP	0.01423710004513966
SKAP1	IL32	0.014236819243854256
ACTB	TRAT1	0.014236567288386464
S100A10	PIM2	0.014230000214505338
CD40LG	APOBEC3G	0.014222979149429361
TMSB4X	TRBC2	0.014204511891011701
NBAS	ITK	0.014203894814479897
CD3D	IL7R	0.01420368373324667
CD3G	ISG20	0.014197101048297599
S100A4	LIME1	0.014190926031057855
S100A10	SLAMF1	0.014187950042721192
RHOH	HSPA8	0.01418714997448554
CD74	CD82	0.014180137867690477
S100A10	CLEC2D	0.014176991505663558
HLA-DQA1	TNFRSF18	0.014174562413320211
ITM2A	GATA3	0.014171991417764151
S100A4	GATA3	0.01417168182557423
ALOX5AP	LIME1	0.01416427537230041
LCK	CAMK4	0.014157301424963324
APOBEC3G	GZMA	0.01415654855913807
ITM2A	BATF	0.014126798026269772
CCL5	TC2N	0.01410983743572253
CD69	IKZF3	0.014107455126882345
S100A4	CAMK4	0.014102148619015223
CD2	SLC38A1	0.014099753823481023
S100A4	IL2RG	0.01409877646371746
HSPA8	TNFRSF4	0.014098765023446602
ITM2A	TRAC	0.01409725844331449
CD40LG	TRAV8-3	0.014094365977368425
KLRB1	TRAV8-2	0.014093519000801946
ZAP70	CD247	0.014085004196285321
LIME1	LCK	0.01408384979666803
SRGN	ITM2A	0.01407559384021878
ZAP70	IL2RG	0.014041972152176457
CST7	SRGN	0.014038295365160693
BATF	GIMAP7	0.014030890721980315
SRGN	TNFRSF18	0.01402444304118489
ITM2A	RHOH	0.014017022464123606
CD74	IL32	0.014015650908554271
TMSB4X	CD247	0.01401337124280334
BIRC3	IL22	0.014009483670801983
TRBC1	KLRB1	0.01400896442479688
S100A4	NBAS	0.014003984550248885
CD247	EVL	0.013995226757062286
GIMAP7	CD247	0.013994961576348783
IL2RG	TNFRSF4	0.013975534401400291
ZFP36L2	CAMK4	0.013974759526031392
TSPAN13	IL2RG	0.013971258522885126
GZMA	APOBEC3G	0.01395824978393449
LTB	CXCR3	0.013956163122550986
ITM2A	CAMK4	0.013930788768864147
SEPT1	CAMK4	0.013912374181360586
HSPA8	SH2D2A	0.01390834846225474
GNLY	PIM2	0.01388717759882222
SEPT1	ISG20	0.01388598914474382
ALOX5AP	SELL	0.013876677555297496
SKAP1	TUBA4A	0.013874638019282619
TRBC2	CLEC2D	0.013873719248161765
S100A4	CD28	0.013865858490938757
RGS1	ITK	0.01386116450162455
TRAV8-3	KLRB1	0.013859891279913193
SKAP1	TRAC	0.013858448519708508
LAT	TMC8	0.013858228522854824
ZAP70	CD3G	0.013857355503196316
ZAP70	CAMK4	0.013856863692165
CXCR4	RHOH	0.013856425599570274
HLA-DRB1	SYTL1	0.013847307717961973
CXCR3	CD82	0.013834813045814508
CXCR3	LY9	0.013832834648074444
PGM2L1	TNFRSF25	0.013832779143009592
TMSB10	NBAS	0.013831983126784337
TCF7	SELL	0.013827186475805232
PTPRCAP	NBAS	0.013825052116068309
IL32	RGS1	0.013818493152984392
TNFRSF25	IL2RG	0.013816230809573218
SH2D1A	RHOH	0.013814064690655145
HSPA8	S100A10	0.013804095332110402
SKAP1	TC2N	0.013800738175099015
SEPT1	PIM2	0.01379957584065054
DUSP2	TNFRSF18	0.01379279178412651
CD74	TRAV8-3	0.013789754706769304
HSPA8	KIAA1551	0.013777523049253391
RGS1	GIMAP7	0.01377169642347428
CD52	TNFRSF4	0.013770609772816406
IL22	GNLY	0.013763324832022463
SEPT1	TRBC1	0.013762920193066679
ISG20	IL7R	0.013761065939209175
GNLY	SLAMF1	0.013760573670874136
NBAS	TNFRSF25	0.013758078259355508
SIT1	TRBC2	0.013757362960409351
CD74	GZMA	0.01375531217173044
BATF	PTPN7	0.013749919903312315
CD69	SLAMF1	0.01373844754119605
S100A10	ISG20	0.01373731009270471
CD3G	SLC38A1	0.013736954770747076
SIT1	LCK	0.013732169156494443
SKAP1	LY9	0.01373051324157409
HSPA8	CAMK4	0.013726886752070245
CD40LG	LY9	0.013716635972407765
SLC9A3R1	GNLY	0.0137112147122196
HLA-DPA1	RGS1	0.013709414186918165
HSPA8	TNFRSF25	0.013705641707378672
TRAT1	SLC38A1	0.01370051044003893
ITM2A	PTPN7	0.013697698261179827
LTB	TC2N	0.01369647445514897
GATA3	CLEC2D	0.013695324605294929
ALOX5AP	GZMM	0.013695292163422064
EVL	PIM2	0.013666115359485751
ITM2A	TUBA4A	0.013665309199334792
TRBC1	TRAC	0.013660620517192044
GNLY	LAT	0.01366049614128846
CCL5	CXCR4	0.013659370878298412
TMSB4X	C12orf75	0.013652596286195296
GNLY	NBAS	0.013649532686212846
SKAP1	CD96	0.01363733096249532
CD3E	CCL5	0.013637306576817325
HLA-DRB1	KIAA1551	0.013636155168964352
IL2RG	CD40LG	0.013629727054309612
IL22	TRBC1	0.013627791795261277
TIGIT	PTPN7	0.01362718728408874
CD74	ISG20	0.013619212674775519
LTB	CD52	0.013617056736107365
EVL	TUBA4A	0.013612261083981211
CD82	RHOH	0.013609563638733667
SKAP1	SLC38A1	0.013605234139508924
CD40LG	CD3D	0.013591471607665388
S100A10	CD52	0.013590517913793398
HSPA8	SYTL1	0.013571001134814116
TSPAN13	TCF7	0.013570726249066342
NBAS	SAMSN1	0.013568754575641254
ZFP36L2	ISG20	0.013563646801274958
LTB	SYTL1	0.013557170630101882
BIRC3	TAGAP	0.013555519541800997
DDIT4	PTGER4	0.013555248723856578
HLA-DRB1	TMC8	0.01355176121454963
NBAS	GIMAP7	0.013549484162812592
TNFRSF25	SH2D2A	0.013549436652118206
TSPAN13	DDIT4	0.013547609093821729
CD40LG	HSPA8	0.013545263040108812
KLRB1	SKAP1	0.013542765506281439
HSPA8	CD40LG	0.01354260559701249
CD2	CAMK4	0.0135402214596209
ZFP36L2	TC2N	0.01353961640062273
PTPRCAP	IL7R	0.01352917071215384
DUSP2	NBAS	0.013524351104363133
GATA3	PIM2	0.013522273184728859
S100A10	LTB	0.013521565634660851
IL7R	BIRC3	0.013518316450035003
TNFRSF4	IL2RG	0.0135179952609784
GNLY	BATF	0.013516666058238922
HLA-DQA1	GIMAP7	0.013516662721993642
CD3E	CD40LG	0.013515024480820367
TUBA4A	CLEC2D	0.013494902756674504
LAIR2	TAGAP	0.013488108395741423
ZFP36L2	SAMSN1	0.01347697827726789
CD74	CD28	0.013461198631543384
CD3D	TNFRSF25	0.013456875890217702
DUSP2	LAIR2	0.01345589568626955
HLA-DRB5	DDIT4	0.013454088357768292
GNLY	TC2N	0.013453675481430208
ITM2A	CD3G	0.013453550791836768
TIGIT	KLRB1	0.013441700471068322
IL2RG	CD82	0.01343369535427245
PGM2L1	RASAL3	0.013426588862079565
TMSB4X	ITK	0.013417523132290023
TMSB4X	LCK	0.0134099083919489
ZAP70	C12orf75	0.013406490379702948
HLA-DPA1	DDIT4	0.013395987152939577
SKAP1	LIME1	0.013379235853749994
DUSP2	SLAMF1	0.01337166808878658
SRGN	NBAS	0.013368423695995191
CD3D	SH2D2A	0.013366966414865901
HLA-DRB5	TUBA4A	0.013366229489825507
ZAP70	TRAT1	0.013365460404492933
TRAT1	CD3G	0.013362984498168144
ZFP36L2	GATA3	0.01334824552874481
HLA-DPA1	SLAMF1	0.01334767649518927
HLA-DRB5	TAGAP	0.01333803280380033
TIGIT	TMSB4X	0.013336473883608356
GNLY	LY9	0.013327223412261656
LAT	GIMAP7	0.01332638520422705
TRBC2	TUBA4A	0.013322942868419226
PTGER4	TAGAP	0.013318401935986735
ALOX5AP	TNFRSF18	0.013316313687014143
CD74	TC2N	0.013291774241769902
ZFP36L2	SYTL1	0.013290217025550409
CD52	S100A10	0.013283093940626083
TIGIT	IKZF3	0.013282587657836353
ITM2A	ITK	0.013281232857942067
SEPT1	RASAL3	0.013273921693957287
CD52	CST7	0.013266295206321395
HSPA8	TIGIT	0.013264525679321168
TRBC2	GZMA	0.013253005210140625
GNLY	ZFP36L2	0.013248881043797114
SEPT1	SYTL1	0.013240999829203107
HSPA8	CD28	0.013239622134295942
S100A10	SH2D2A	0.013225163315909404
PTPRCAP	PTGER4	0.013221378241921943
CD3G	CD2	0.013219873462775212
ITM2A	CLEC2D	0.013213243339797075
ACTB	CD247	0.013211857132596877
CD40LG	TRAT1	0.013205404956126975
CD2	ITK	0.013205294453459224
TNFRSF18	IL22	0.013196031464159614
NBAS	TIGIT	0.01318807866666575
RGS1	HLA-DQA1	0.013178402901594478
TMSB10	LTB	0.013174157159686947
TRBC2	LCK	0.013169937564273843
BIRC3	HSPA8	0.013165016760593232
GZMM	CST7	0.013155777889512577
LAT	NBAS	0.013148858541548064
CST7	TRBC1	0.013145794150673473
LAIR2	ACTB	0.013145619419764132
SELL	LTB	0.013145145338768125
IL7R	SLC38A1	0.013144563840646157
CD52	CCL5	0.013135564919302912
GNLY	SEPT1	0.013125622326539845
GNLY	CAMK4	0.013123547368360498
CD40LG	PTGER4	0.013121843985075661
TRAT1	LIME1	0.01312059349959504
BIRC3	TSPAN13	0.013118820316166145
CD82	CD52	0.013110635686897722
CXCR3	CD3E	0.013107718425126242
LIME1	ISG20	0.013093223305174359
GIMAP7	PIM2	0.013091817130033849
TMSB10	SH2D1A	0.013084465544982722
S100A4	CD3D	0.01308025010231012
ZAP70	ITK	0.01307388384524534
ACTB	CAMK4	0.013065388525339958
SH2D1A	ITM2A	0.013065259827749224
SRGN	IL22	0.013060006855511388
CXCR3	SLC9A3R1	0.013047548701636536
BIRC3	CD69	0.013046145903266321
ALOX5AP	TRBC1	0.013045339272337307
HLA-DRB5	TMC8	0.013040796705021703
CD74	TRAC	0.013033601966791195
SRGN	KLRB1	0.01303295660801047
LAT	APOBEC3G	0.01303292204892341
LIME1	CD3G	0.013031451044495514
TMSB4X	TRAT1	0.013027552061327951
TMSB10	LY9	0.013024095634559956
S100A10	LAT	0.01301257770482659
SRGN	RARRES3	0.013009517457015035
TSPAN13	SAMSN1	0.013008286856168704
EVL	CLEC2D	0.013000890743886231
CD74	PTPRCAP	0.012996916438893367
HLA-DPA1	TAGAP	0.012995782640734366
ITM2A	LCK	0.01299340004162584
NBAS	BIRC3	0.012985139702522169
IL7R	CXCR4	0.012971546485227711
SH2D1A	TIGIT	0.012969392391590732
CD40LG	SEPT1	0.012967624754057265
TMSB4X	LIME1	0.01296412454539974
ACTB	EVL	0.01296163307714385
TMSB10	CD247	0.012954712766888084
TMSB4X	CD2	0.012949366806744777
SH2D2A	IL22	0.012941875554917352
RARRES3	SYTL1	0.012926220749975686
SRGN	BATF	0.01292357884830732
IL2RG	IL7R	0.012921294021490044
TMSB4X	SH2D2A	0.012919736818600565
CD52	SLC38A1	0.012906464575492915
ALOX5AP	TRAV8-2	0.012900636771622695
ZAP70	CD28	0.012898015525960127
TRBV4-1	TNFRSF4	0.012892349951867403
HLA-DRB1	TUBA4A	0.012887013393247371
TRBC2	CD3G	0.012886311559262006
ZAP70	APOBEC3G	0.012886060106038178
CD74	SEPT1	0.012884044825700776
PTPRCAP	IL22	0.012884013772813948
SRGN	TMSB4X	0.012883114115297693
PIM2	IL7R	0.012881640666939266
HLA-DRB1	RASAL3	0.01288162439532596
IL22	GZMA	0.012879602575911177
S100A10	TRBC1	0.012878825260230977
ALOX5AP	TOX	0.012857373010382643
SIT1	CD3E	0.012855045084877136
CD40LG	PGM2L1	0.01285219755532006
GZMM	SH2D1A	0.012849473364407667
HSPA8	SELL	0.01283180246081852
S100A4	CD3E	0.01281167305903407
SH2D1A	TAGAP	0.012811237577418979
PIM2	ISG20	0.012809557951930506
HLA-DQA1	TIGIT	0.012806769237764977
SIT1	EVL	0.012804796395385499
ACTB	RHOH	0.012802772512266948
HLA-DRB1	PTGER4	0.01279278599650149
HLA-DRB1	RGS1	0.012788087715636744
CD82	SIT1	0.01278679444315086
GATA3	CD3E	0.01277982752619737
SAMSN1	CD69	0.012773000182150288
CD74	PTGER4	0.012764306194966404
GNLY	GIMAP7	0.012762923445399359
EVL	CD28	0.012762015748578763
S100A4	GNLY	0.012758452432823657
ZFP36L2	RARRES3	0.012756108211496933
TMSB10	TRAV8-3	0.012751059293678719
IL2RG	TNFRSF18	0.01274451157197695
LCK	CD3E	0.012741655590496405
GNLY	TAGAP	0.012741363659595615
ACTB	ITK	0.012736784611920897
DDIT4	RHOH	0.012725274842634821
ZAP70	TOX	0.012723171518070698
GATA3	CD28	0.012714122096826777
RHOH	DDIT4	0.012707705255764855
TRAV8-2	TIGIT	0.012702903612985211
GZMA	CD3G	0.012698430067424951
TMSB4X	CLEC2D	0.012695557342499712
HSPA8	TRAT1	0.012691710310907989
CD52	TRAV8-2	0.012687862428143019
CD52	TRBC1	0.012680659345968319
HLA-DQA1	PTGER4	0.012680020894217416
SELL	TRAT1	0.012676359528126705
S100A4	TC2N	0.012674625845390345
TNFRSF18	DDIT4	0.012666253975827754
TNFRSF4	BATF	0.012655119379999111
HSPA8	RASAL3	0.01263845426088693
LCK	GIMAP7	0.01263583561699484
HSPA8	RARRES3	0.012632688093620364
TRBV4-1	KIAA1551	0.012624761892953815
SRGN	SLC38A1	0.012623457120499377
RARRES3	CD3G	0.012610970623179354
ZAP70	TRBC2	0.012602428907025356
HLA-DRB1	IL2RG	0.01259933889738601
TRAT1	PIM2	0.012598634628640902
S100A10	SKAP1	0.012595867442057446
CD82	GZMM	0.01259530068935428
HLA-DPA1	S100A4	0.012584689316083482
DDIT4	CST7	0.012577353137899032
S100A4	CD247	0.012573976202922917
TRBC2	CD247	0.012573098734441948
S100A4	TRBV4-1	0.012570336372774387
S100A4	TOX	0.012568383664042962
S100A4	SH2D2A	0.012568035595274888
RGS1	PGM2L1	0.01256329607066739
CD2	IL2RG	0.012563170698096301
SH2D1A	CD2	0.01255358555885404
CD2	LIME1	0.012549850547730203
CD3D	TAGAP	0.012547796760752003
SAMSN1	CXCR4	0.012541095658907063
GNLY	CD69	0.012540484651819592
GNLY	TRBC2	0.012538946189199826
SRGN	CD247	0.012536899538565655
ITM2A	SLAMF1	0.012532226748176908
SLAMF1	IL7R	0.012527447327122614
CD69	CCL5	0.012513585205609586
ALOX5AP	SYTL1	0.012496324269677075
S100A4	TRAV8-3	0.012495751544888365
HLA-DRB5	GIMAP7	0.012494771878291752
S100A10	CAMK4	0.01249024513987938
CST7	CD247	0.012481150351967367
S100A4	KLRB1	0.012480943813442261
LAT	IL32	0.012475329906218371
SAMSN1	SLAMF1	0.012473524978714007
TMSB4X	EVL	0.012472559163850906
KLRB1	GZMM	0.012464528197526222
ZAP70	TRAV8-3	0.01245116491282347
TRAT1	TC2N	0.012444269119785634
ACTB	LAIR2	0.012436666495884364
ITM2A	CD40LG	0.012436125699176345
C12orf75	CD3G	0.012431900004350254
SEPT1	IL32	0.012430947119299377
IL7R	TMC8	0.012423472189411873
CD69	SLC38A1	0.01242259966514844
ACTB	CXCR3	0.012419091390313278
S100A10	TRAV8-2	0.012415264429021206
SELL	TMC8	0.012414969929436052
GNLY	TMSB4X	0.01240897332209017
CD2	TC2N	0.012408440288478349
ALOX5AP	PIM2	0.012401564239333114
TRBV4-1	APOBEC3G	0.012397839392182962
TC2N	LTB	0.012394388972018198
CD40LG	RHOH	0.012392956473819087
