TF	target	importance
GATA3	CD40LG	5.058217130574893
HLA-DQA1	GNLY	5.052175323663434
TIGIT	PGM2L1	5.048849428115541
TSPAN13	CXCR4	5.047302053944282
ACTB	TSPAN13	5.042437293683946
TC2N	CCL5	5.038478296729004
IL22	ZAP70	5.033495389199037
CD74	CD96	5.031407330689739
TNFRSF4	DUSP2	5.028236702965581
GNLY	HLA-DRB1	5.024743122641083
SH2D1A	TSPAN13	5.019428386166095
CD82	CLEC2D	5.017294305721272
TMSB4X	SLAMF1	5.006676611948941
CD96	LCK	5.000704442248534
IL22	ITM2A	4.998120131757796
HLA-DQA1	TRBV4-1	4.997664125912689
SYTL1	GIMAP7	4.996138026995323
HLA-DPA1	BIRC3	4.994608870665904
CAMK4	GATA3	4.993561073492374
GATA3	ITK	4.9881765607109365
HLA-DRB5	C12orf75	4.987326466894029
TIGIT	TAGAP	4.98390214629214
CD74	TNFRSF25	4.9804334939349575
TRAV8-2	LY9	4.978289779981281
GZMA	TUBA4A	4.97826226733737
TMSB4X	TCF7	4.97610297231646
CD82	TSPAN13	4.974988437846974
CD247	GATA3	4.974598211134603
TUBA4A	CD3G	4.973499150960787
TRBV4-1	DDIT4	4.973310952717615
APOBEC3G	IL2RG	4.96570518301306
GATA3	TRBC2	4.9622026062027125
ACTB	ITM2A	4.958919063897084
TC2N	SLC38A1	4.956108482168061
CD74	CCL5	4.953709181120621
RHOH	NBAS	4.949415762416181
ZAP70	CD82	4.9483736327678685
ISG20	LIME1	4.948231727171878
GNLY	CD3D	4.94647754046701
LIME1	KIAA1551	4.945509558190567
LAT	S100A4	4.943945462739489
RHOH	PTGER4	4.939503723218201
TSPAN13	CD2	4.938340870867759
SRGN	CD69	4.9352255903028235
APOBEC3G	GNLY	4.931770019826184
CD2	IL2RG	4.930846991379247
GZMM	TAGAP	4.9246040283542785
CCL5	CD3G	4.918693268247686
CD74	TOX	4.914046930439264
IL7R	SLC38A1	4.901659714419154
TMSB4X	CD96	4.89796167947493
CST7	SRGN	4.897696137168226
GNLY	BATF	4.894526032289463
IL22	C12orf75	4.89276457023347
TNFRSF18	DUSP2	4.892505626923739
SEPT1	CD247	4.891243350572034
TCF7	TRAC	4.8904136980841955
TIGIT	IL2RG	4.888744958807258
TMSB4X	SLC9A3R1	4.881450886825349
LAT	SELL	4.869336289354124
SH2D2A	CD82	4.864105764350165
CXCR3	SH2D2A	4.863115180486235
DDIT4	SELL	4.862124623569425
HLA-DQA1	APOBEC3G	4.8615353691466305
SRGN	SELL	4.860869625617796
CD2	SEPT1	4.860169737727203
GNLY	PIM2	4.860016439515798
ZAP70	CD3G	4.851546328359832
CD40LG	TRAT1	4.849941684613678
SEPT1	SH2D1A	4.849932128182737
DUSP2	LTB	4.83871511188589
TNFRSF25	PTPN7	4.833996885143774
TOX	ZAP70	4.833742362123775
ACTB	RASAL3	4.830906233877861
CD40LG	ZFP36L2	4.82752876053291
BATF	SLC9A3R1	4.822732641170196
BATF	SKAP1	4.82104187434592
CD74	RARRES3	4.812861459036441
PGM2L1	HSPA8	4.811394875182267
TCF7	IKZF3	4.8015734697619745
HLA-DRB5	CXCR4	4.80091092844805
GNLY	TRAC	4.8004834172971655
NBAS	IKZF3	4.79843575026583
SEPT1	PTPN7	4.793465052262019
BIRC3	RHOH	4.788325447186812
BATF	RASAL3	4.787208432918408
ACTB	ZFP36L2	4.786741967638397
CD40LG	ITM2A	4.778582068158722
HLA-DRB5	SELL	4.774915005308541
CD74	ALOX5AP	4.77127554865885
SEPT1	CD3G	4.7642031368994795
ZAP70	TRAT1	4.762817799836881
CD96	SLC38A1	4.759851025222757
CD3D	TUBA4A	4.758952878302361
GATA3	CD247	4.755280066137928
TRAV8-3	C12orf75	4.753280623189188
LIME1	TC2N	4.75016664967777
PTPRCAP	TMSB10	4.7459459817798875
TRBV4-1	TUBA4A	4.741356854216103
ZFP36L2	ISG20	4.740246073282191
TNFRSF18	ALOX5AP	4.730081916442764
TRAV8-3	LAT	4.72818009784006
HSPA8	HLA-DRB5	4.718548795744952
IL7R	CLEC2D	4.714043765410152
LIME1	TRAT1	4.704946609040745
BIRC3	GIMAP7	4.704806979374411
ACTB	CD82	4.699818554946511
PGM2L1	TAGAP	4.699357707634772
IL2RG	CD2	4.697976368526273
CXCR4	TAGAP	4.696533874491545
SH2D2A	CXCR3	4.695280627425623
CD2	LIME1	4.694614547047069
S100A4	GNLY	4.690925802975739
ACTB	GIMAP7	4.69089790877516
HLA-DQA1	SLAMF1	4.68955026465597
IL32	CD69	4.6891624896851285
HLA-DRB5	SAMSN1	4.684473435334574
S100A10	LTB	4.683589274936268
SKAP1	SYTL1	4.682395595905596
CD52	CD28	4.680581581132638
TOX	BATF	4.677832539530981
TRBC2	PIM2	4.677268061768788
SH2D1A	SH2D2A	4.67164220817049
TRBV4-1	CD28	4.671133928085113
APOBEC3G	ACTB	4.670531309365989
ITM2A	LCK	4.667351220803663
TMSB4X	PGM2L1	4.660089175940816
TRAT1	TUBA4A	4.6495797193971224
TSPAN13	TCF7	4.643935798708316
S100A10	TCF7	4.643278641696266
SLC9A3R1	TRAV8-2	4.643164526034733
ALOX5AP	TRBV4-1	4.64178714819616
APOBEC3G	KLRB1	4.640042380239044
S100A10	IL32	4.633106896948771
TUBA4A	TRBC2	4.626138481039893
ACTB	KLRB1	4.623340140602658
TNFRSF25	LAT	4.6203413523502155
ALOX5AP	DDIT4	4.617371048456241
ACTB	PTPRCAP	4.616288998950083
PGM2L1	TRAV8-2	4.615341520634957
ISG20	SYTL1	4.611041719071368
TNFRSF25	SELL	4.6081178429687535
CD3G	GZMM	4.6055216723417844
TSPAN13	DDIT4	4.592887108087
HLA-DRB1	GATA3	4.591827751449801
TMSB10	ISG20	4.59041776514317
HSPA8	S100A10	4.588181579437988
ALOX5AP	SH2D1A	4.585395618464218
HSPA8	TRBV4-1	4.583910879493421
TOX	SKAP1	4.583163821063879
IL7R	GATA3	4.582611148041821
TCF7	TMC8	4.58162342398463
GZMA	IL7R	4.580780534476231
TRBV4-1	TNFRSF4	4.569804234712477
ACTB	ZAP70	4.563328168483639
TSPAN13	ZAP70	4.560633969422058
NBAS	ACTB	4.557136331209321
CXCR3	TNFRSF25	4.5570035102348765
PTPN7	LCK	4.555479470003107
GZMM	SH2D1A	4.554172839538106
IL2RG	EVL	4.552919523335765
CD3D	HSPA8	4.549215504262643
SIT1	ALOX5AP	4.544665629847334
IL2RG	SEPT1	4.544093989711403
CD52	SRGN	4.541000118718842
GATA3	CD3E	4.539947391202812
CXCR3	TNFRSF4	4.53297599106375
ZAP70	GZMA	4.530028829731247
TRBC2	C12orf75	4.526644030497156
TRBC2	CCL5	4.525089404251608
SEPT1	CD3E	4.520322737014101
SLC9A3R1	SEPT1	4.516517801288508
CD40LG	SH2D1A	4.505692960990237
SLC9A3R1	S100A4	4.504867090211009
LAT	TMC8	4.504845244797209
TRAV8-3	IL22	4.4989041932950835
HLA-DRB5	TUBA4A	4.489679081873666
RGS1	HLA-DPA1	4.477614320381365
S100A4	SEPT1	4.477122577265182
HLA-DQA1	SH2D2A	4.474245326334686
RHOH	IKZF3	4.471079034015556
LCK	GZMM	4.468229378560139
SEPT1	CXCR3	4.461681951040787
ITM2A	GZMM	4.461580724966888
PGM2L1	TRAV8-3	4.461425922624444
GZMM	CLEC2D	4.4601040917517905
TMSB10	DUSP2	4.458250733169546
GNLY	SLAMF1	4.453625859283212
CD3E	DDIT4	4.450164539229204
SH2D2A	TSPAN13	4.446909189411397
LCK	IL7R	4.446762118047055
LAT	GIMAP7	4.444579027650888
CD3D	RASAL3	4.435511340054691
CD2	LCK	4.434797769240398
CXCR4	HSPA8	4.433855349006608
LAIR2	APOBEC3G	4.432995237540663
CD247	TRAT1	4.428797502406484
CCL5	GNLY	4.4271495426460366
SIT1	PTPRCAP	4.4201595259727595
IL2RG	TNFRSF18	4.418242461198189
ALOX5AP	LTB	4.411935559803173
TAGAP	CD69	4.411232456297171
GATA3	CD28	4.408710988680825
GZMA	GZMM	4.4064592756939485
ACTB	LCK	4.402345425010503
NBAS	TIGIT	4.402138270825549
CD3G	CD2	4.401788848657489
PTGER4	BATF	4.401307700557976
SH2D2A	TIGIT	4.39091555003796
RGS1	TAGAP	4.389441343232306
KLRB1	CD69	4.389300803855383
SKAP1	TMC8	4.385408779997631
S100A10	ZFP36L2	4.381714692202095
GATA3	LAT	4.375862244356463
LCK	PIM2	4.375467693425045
BATF	LTB	4.372602733960414
ITM2A	CD3G	4.367538183544884
ACTB	PTGER4	4.3668724488243855
CD82	ZAP70	4.363071772608113
GZMA	EVL	4.355541297352067
TRBC2	TRBC1	4.352925711160059
CD3D	GIMAP7	4.345332335030545
SRGN	SLAMF1	4.342276657581843
RHOH	CD2	4.341727019525681
CD74	CXCR3	4.340274928514308
CD52	GNLY	4.340123282563542
SKAP1	ACTB	4.335571424454034
CD3D	TNFRSF25	4.334690559731147
RGS1	GATA3	4.334607100876273
LIME1	LAT	4.334408223959848
CD52	SLC38A1	4.334090515780301
SH2D1A	APOBEC3G	4.333551628349285
CD2	LAT	4.3128618186168195
CD52	TRAV8-2	4.312156037711439
TMSB4X	TRBC1	4.312140938146748
TRAV8-3	HSPA8	4.311917435576912
CD82	SLC38A1	4.304942896697297
GNLY	TRBC2	4.304389479211277
RARRES3	TC2N	4.304004697489838
SEPT1	CD52	4.302295935356883
CD69	CD96	4.30010726117661
IL2RG	TNFRSF4	4.299475050965055
TRAV8-3	ITK	4.294185382881849
CD74	RGS1	4.29110565789644
TRAV8-3	GATA3	4.290486413867124
HLA-DPA1	CXCR4	4.2901998063757265
CCL5	DUSP2	4.290185408746453
ITM2A	TRBC1	4.286462139176725
TNFRSF25	HSPA8	4.284918923995687
GATA3	LY9	4.278468694816241
CD52	KLRB1	4.273625746616547
KLRB1	SKAP1	4.273368830856795
SKAP1	GATA3	4.273267524313573
GZMA	S100A10	4.269459572662957
ZAP70	TRAV8-3	4.268305843271641
CD2	CXCR3	4.267424112337419
SIT1	TMC8	4.261797653239072
SLC38A1	SELL	4.260721086056564
CD3E	LAIR2	4.250962851794191
CST7	SH2D2A	4.247634418889433
ZAP70	TUBA4A	4.245768400540952
CD3D	RHOH	4.2374744611457285
BATF	CD40LG	4.2363700045944865
CXCR3	CD3D	4.235100088505417
SKAP1	KIAA1551	4.231629331801719
TMSB4X	KLRB1	4.2289743746907265
CXCR3	SKAP1	4.226335374159275
ITM2A	IL32	4.2247548107374415
IL32	HLA-DQA1	4.224093024221736
CD40LG	TRBV4-1	4.217609903804817
HSPA8	CAMK4	4.217379855990281
CXCR4	CCL5	4.21064975840655
C12orf75	EVL	4.199932669197344
DUSP2	ITK	4.199376861403635
APOBEC3G	S100A10	4.199302996816128
TRBV4-1	DUSP2	4.197663634135499
EVL	CD3D	4.19532514511161
ACTB	SIT1	4.193724711689095
HLA-DQA1	DDIT4	4.192469362727448
TNFRSF25	KLRB1	4.191955681727072
TIGIT	CD96	4.1901112660627415
GNLY	TSPAN13	4.183012048812573
LAT	ALOX5AP	4.18245482535476
IL22	GNLY	4.178831346728899
S100A10	TOX	4.173734526589209
KLRB1	TCF7	4.169134849934764
CD3D	TMSB4X	4.169036037403907
CD3D	ACTB	4.164726174423955
S100A10	IL2RG	4.163413166174129
CD40LG	TMC8	4.162623580706155
GIMAP7	HLA-DRB1	4.161199330046576
ZAP70	LTB	4.160431660455425
TMSB4X	CD82	4.158677650744462
IL2RG	LAT	4.1574974263220525
CD74	TRBV4-1	4.15537825476314
TNFRSF18	ITK	4.154659134825071
SAMSN1	CD69	4.150739692762917
GNLY	SLC38A1	4.15011290951155
SH2D1A	CD69	4.147666270450082
CD2	TAGAP	4.145806692593097
CD82	SIT1	4.145623451453749
DDIT4	RHOH	4.143611221202157
TSPAN13	S100A4	4.142369347134237
LY9	ZFP36L2	4.142197012672486
CD74	SEPT1	4.140211569306307
CD69	BIRC3	4.139784255631145
PTPRCAP	TNFRSF18	4.13518274859703
ACTB	LAIR2	4.134992377594076
CD2	PTPRCAP	4.133784476992037
CXCR3	TMSB4X	4.13083198915379
TIGIT	RGS1	4.1259070247190355
IL2RG	CD3G	4.12492991273195
TMSB10	TMC8	4.124282231247381
PGM2L1	CCL5	4.123689056118555
TRBC1	SEPT1	4.122231631357522
GATA3	TRAC	4.120162037077554
SKAP1	GNLY	4.119615126699279
IL32	IL22	4.118514908200064
IL22	TMSB10	4.11554459942785
TIGIT	RHOH	4.112823011493431
C12orf75	TC2N	4.100414325175571
NBAS	SLC9A3R1	4.098556235559296
NBAS	GNLY	4.098521774032185
LCK	IKZF3	4.097850718856625
SH2D2A	CST7	4.093522625201923
CD247	GNLY	4.085464337205342
KLRB1	TRBV4-1	4.08504009038343
SELL	PIM2	4.082727755587928
ACTB	SH2D2A	4.074684310453955
TSPAN13	IL2RG	4.074085850137487
TCF7	TRAV8-3	4.066019570303146
CD3E	RHOH	4.063859632458949
TRBV4-1	S100A10	4.0611959333882615
TNFRSF18	IL22	4.0595348084540515
TIGIT	CD69	4.0580425662835395
LAT	CD82	4.05715850667785
RHOH	LAIR2	4.051188535075896
IL32	TNFRSF4	4.043713920050904
LIME1	SEPT1	4.03994696492397
SH2D2A	RASAL3	4.037342471676996
NBAS	TNFRSF25	4.036416514259215
IL7R	HLA-DQA1	4.028398794068435
CD3D	KLRB1	4.0146485168517625
ITM2A	GZMA	4.01428350792556
TRBV4-1	CXCR4	4.013738558785161
IL2RG	CD28	4.012131000614819
TIGIT	PTPN7	4.01166974524686
TMSB10	SH2D1A	4.002107437414225
CXCR3	PGM2L1	4.001219634397429
SLC38A1	IL7R	4.000145702988724
HLA-DQA1	GIMAP7	3.9990671212381668
SAMSN1	DUSP2	3.998552646559186
HLA-DQA1	SLC38A1	3.99839888018779
BIRC3	CD69	3.9878678297030175
HLA-DPA1	RGS1	3.987538938881727
TMSB10	SLAMF1	3.987437618235341
TRBC2	CD2	3.984644807048915
ZAP70	C12orf75	3.9830926157803996
LCK	CD96	3.9822481660206317
IL7R	LTB	3.982196231974752
SH2D2A	RHOH	3.981458817884902
SRGN	GZMA	3.976707609445565
CST7	RARRES3	3.9716257203818666
CD40LG	CD3D	3.971461518509929
CD3E	IKZF3	3.9695548752531415
CD40LG	SYTL1	3.96470881650482
CLEC2D	IL7R	3.9618716447971534
HLA-DQA1	ZFP36L2	3.961622779185429
ITM2A	IKZF3	3.957179874373896
CD3D	TNFRSF18	3.956673407956302
SEPT1	ITK	3.9558795711752857
SH2D2A	IL22	3.9558170222632154
GIMAP7	ZFP36L2	3.9557599595152944
TSPAN13	APOBEC3G	3.9489000106947016
ZFP36L2	CAMK4	3.9485582644098494
TRAT1	ZFP36L2	3.9457514837223653
GZMA	CD52	3.9435903239962498
SH2D1A	CD28	3.9391690323329405
TMSB4X	TNFRSF25	3.9340866898363345
CD69	SH2D1A	3.934055927385589
IL2RG	HSPA8	3.9339291969398564
IL22	IL2RG	3.9310298730771334
KLRB1	APOBEC3G	3.928849036478128
CD3G	TMSB10	3.92334053739973
LAIR2	CXCR4	3.921884134771265
BATF	KLRB1	3.9210569456847484
IL7R	CXCR4	3.9185297105061374
SLAMF1	RGS1	3.9165269694897793
TAGAP	HSPA8	3.915386297760477
HLA-DQA1	TNFRSF4	3.9142694809591747
GNLY	CD40LG	3.9125075348101332
APOBEC3G	CLEC2D	3.912390876817747
IL7R	TRAT1	3.911496926131069
SLAMF1	S100A10	3.902722541167996
GIMAP7	TRAT1	3.9011862444462535
APOBEC3G	SAMSN1	3.9011856482508294
SEPT1	HLA-DRB5	3.896928822709478
GNLY	LY9	3.8951360245399425
TMSB4X	PTPN7	3.8941104758138545
TNFRSF18	RHOH	3.892535825353976
TOX	LAIR2	3.891053397639001
CD40LG	LAIR2	3.8870037860899473
LAT	TNFRSF18	3.8858030160400245
C12orf75	LAT	3.8798828187072876
ITM2A	SH2D2A	3.877405262608242
TRAV8-3	KLRB1	3.8756422799297523
EVL	TMSB10	3.8750910753557144
LAT	IKZF3	3.8724300073167055
TC2N	EVL	3.8717427407638785
NBAS	TAGAP	3.8652472689706268
LTB	IL7R	3.862995785990883
TNFRSF4	CXCR3	3.861412471148034
SRGN	TNFRSF18	3.861217017632851
LCK	APOBEC3G	3.8602931829848366
PIM2	SLC38A1	3.855525035207813
LAIR2	C12orf75	3.8535493431258985
PGM2L1	IL7R	3.852131488319631
CD74	PTPN7	3.8514089462687084
KLRB1	CXCR3	3.8506124920568823
SH2D2A	CD2	3.848486470505988
TMSB10	ITM2A	3.8446985213511886
SH2D1A	HSPA8	3.844306123280825
ITM2A	CXCR4	3.844109325920415
TRBV4-1	TMSB10	3.839878077356496
LTB	C12orf75	3.836839756096153
ITM2A	PTPRCAP	3.8234528282262907
LAT	GNLY	3.822543397622792
SLC38A1	CST7	3.8211298767782256
SELL	TMC8	3.8205014639884936
PGM2L1	DUSP2	3.816313850474167
TRBC1	TCF7	3.815255137321093
ACTB	IKZF3	3.8145051553677516
ALOX5AP	ITK	3.811146117200373
TNFRSF25	IL2RG	3.802684510655665
GNLY	ISG20	3.801868092977728
TNFRSF18	SAMSN1	3.799980295629599
RARRES3	CD247	3.7988272015127613
CD82	CD3D	3.793582502153635
SH2D1A	GNLY	3.7920391116469236
ALOX5AP	CD69	3.7876426932429927
GZMM	KIAA1551	3.786991515036589
CD74	ZFP36L2	3.7858603878908808
CD52	TNFRSF4	3.784154715948438
TRBV4-1	SRGN	3.781445050968429
ITM2A	GATA3	3.7810413612737057
LCK	TMSB10	3.7779107306660347
LAIR2	SAMSN1	3.7777223885169042
CD3E	TNFRSF18	3.7761640362016236
CD3E	PTGER4	3.7759877307815075
NBAS	KLRB1	3.773125208813177
SKAP1	SLC38A1	3.7718179453393312
SLAMF1	IL22	3.7625609349314986
TSPAN13	DUSP2	3.76002878901464
CD2	TSPAN13	3.7585251733223854
CD2	SYTL1	3.757127225494574
SAMSN1	TSPAN13	3.752819497220895
HSPA8	LIME1	3.752788028054475
PTPN7	TUBA4A	3.7517169051278407
SH2D1A	RASAL3	3.7499693675583288
TMSB10	SYTL1	3.749850746420211
SAMSN1	SLAMF1	3.742218962231453
TRAV8-3	CD28	3.741037235371043
ZAP70	S100A4	3.7399101941558404
ITK	TOX	3.7382536123254226
SH2D1A	PTPRCAP	3.737676439266927
PGM2L1	TNFRSF4	3.737527988398782
SIT1	ISG20	3.73380118554066
TSPAN13	SRGN	3.7294035934446423
C12orf75	TRAT1	3.728974584322587
CD2	CAMK4	3.7282467454992454
ZFP36L2	S100A10	3.7249790110205536
PGM2L1	RHOH	3.721103459992352
LAIR2	TCF7	3.720708728114777
CXCR3	RHOH	3.7205666466277685
ZAP70	CLEC2D	3.716766127832448
IL22	CD247	3.7115504951402367
SIT1	CD2	3.7073133858150102
GZMA	GIMAP7	3.705963120311711
ZAP70	HLA-DRB1	3.7036692167249274
C12orf75	PIM2	3.7002117871620372
PGM2L1	SH2D2A	3.697760873546453
CD3G	GNLY	3.6968143968293865
GZMM	ITM2A	3.695714272149591
TNFRSF4	SLAMF1	3.692943047533053
SRGN	CD82	3.6798806219255558
CD3E	BATF	3.6784450802404702
TSPAN13	PTPN7	3.6750174984123696
DDIT4	PTGER4	3.672543170632298
GNLY	TC2N	3.6716558408597257
IL2RG	CXCR3	3.6713173197944426
TNFRSF18	CD40LG	3.671284661192723
ACTB	LIME1	3.6708973190336374
LTB	CD74	3.6699086703742956
TRAT1	C12orf75	3.668950481167556
SKAP1	CD52	3.66680219046544
LTB	EVL	3.6654077814223425
CD3G	TCF7	3.658994561839259
ALOX5AP	LAIR2	3.65875093945239
S100A4	HLA-DRB1	3.6575310154850196
ITM2A	ITK	3.6502011147380005
ITK	CAMK4	3.6482048011507118
IL2RG	IL32	3.647462457252988
TOX	TSPAN13	3.6460107429392403
SIT1	SEPT1	3.6426025068984647
SKAP1	CST7	3.6415619243280535
TRBC2	SIT1	3.639456683960298
ALOX5AP	SLAMF1	3.6393004456302482
LIME1	TMC8	3.6387215020600503
HSPA8	SIT1	3.6386304524394757
IL22	LTB	3.6362613925661473
ALOX5AP	RARRES3	3.6360927314411335
CD74	DDIT4	3.63358676274441
CD74	CD28	3.63267668317658
EVL	S100A10	3.631077184234242
CD3D	HLA-DPA1	3.628874313309889
ALOX5AP	CD74	3.626913752775492
CD96	GZMM	3.620039614407419
TNFRSF4	S100A4	3.6185371631306484
NBAS	TRBC1	3.6178371103335207
DUSP2	S100A4	3.611449397370865
TIGIT	ITM2A	3.6113411724949773
CD2	KIAA1551	3.6089555904036255
CCL5	TMSB10	3.6053107652757244
DUSP2	TMSB10	3.6037133711579243
DDIT4	CD74	3.603673655334883
SLC9A3R1	GATA3	3.6003636696915304
ALOX5AP	CLEC2D	3.5920694629177454
LCK	SLC38A1	3.590784825121274
GZMM	TIGIT	3.5854514585129285
HSPA8	TNFRSF4	3.583874558699998
ALOX5AP	CXCR4	3.5773165866682324
GNLY	ALOX5AP	3.573518896262813
CD40LG	SKAP1	3.5704276482256994
TNFRSF25	CXCR3	3.568121247433141
SLAMF1	TMSB10	3.5664763953996315
TUBA4A	GZMA	3.560776799791587
ZAP70	IL32	3.5603808450830097
HLA-DPA1	SAMSN1	3.5576188187979834
TRAT1	SLC9A3R1	3.5550535254747078
TMSB4X	C12orf75	3.5517862189525347
ALOX5AP	IL22	3.5510434451780033
HLA-DQA1	TNFRSF25	3.550884010592349
C12orf75	CCL5	3.5467915913861914
ZFP36L2	KLRB1	3.5451803458146642
KLRB1	ZFP36L2	3.54224095651233
KIAA1551	TMC8	3.53848096528387
CD2	SIT1	3.5371756272949657
CD40LG	TMSB4X	3.536439506270583
PGM2L1	KLRB1	3.5346921304465786
GNLY	ZFP36L2	3.5331376339658656
CAMK4	SELL	3.531678253076426
ITM2A	CD69	3.5288250047529237
TUBA4A	LCK	3.5278326812501226
SIT1	RASAL3	3.5273739238146975
ALOX5AP	CAMK4	3.5268931434965047
SH2D1A	TRBC1	3.5265896871923204
ALOX5AP	TIGIT	3.5261884193202224
APOBEC3G	CD247	3.522958101141203
LAT	HLA-DPA1	3.518627951374919
CD3D	HLA-DQA1	3.5163110968811293
ITM2A	SEPT1	3.513376491779587
RGS1	LY9	3.5121375849089
GZMM	GZMA	3.5118835553414467
GZMM	RARRES3	3.5077335429162835
TNFRSF25	SYTL1	3.507449627765477
SLC9A3R1	TRBC2	3.5056286607835707
SEPT1	GZMM	3.504303299982973
BATF	GZMM	3.503108669199387
IL2RG	GATA3	3.501916734659277
S100A4	SYTL1	3.5001364979508054
TMSB4X	ZFP36L2	3.4987468697424697
TMSB10	SKAP1	3.4961445154741146
PGM2L1	CXCR3	3.4939113169964173
DDIT4	TNFRSF4	3.488505111676653
TMSB4X	APOBEC3G	3.4875560346654755
CD3D	SH2D1A	3.477906829531829
GNLY	RHOH	3.4770475187459287
CXCR4	HLA-DQA1	3.475591081555843
KLRB1	PTGER4	3.4751113042946473
SELL	SRGN	3.4737721250197535
GNLY	CD74	3.4719487133805433
RGS1	TNFRSF18	3.4704372476909358
SELL	IL7R	3.469040601742427
CD3G	GIMAP7	3.4681715376545115
S100A4	TIGIT	3.4627207826249577
LAT	CD96	3.4593568372512116
TUBA4A	HSPA8	3.458231227101527
GZMM	CD247	3.4571549885873654
BIRC3	S100A4	3.456172962832135
TRBC2	SLC38A1	3.4545001028342903
KLRB1	CST7	3.4522883122638928
CD52	LY9	3.45197215151246
CD69	SLAMF1	3.450244937098557
SEPT1	CD74	3.4497535247496427
TIGIT	TRAC	3.449348673958235
S100A4	IL2RG	3.4482520361494244
SH2D1A	KLRB1	3.4473203444996323
CD74	GZMM	3.442976613269978
SKAP1	ALOX5AP	3.439132177874791
TRBV4-1	CD52	3.437315712661378
ZAP70	PIM2	3.4287737203151787
TNFRSF25	CD52	3.425797950522421
LTB	SLC9A3R1	3.4221848378698394
HLA-DRB5	BIRC3	3.419541163179075
NBAS	TMSB10	3.4143535473755398
CXCR3	CD52	3.4108074852796477
TNFRSF4	CD96	3.402357158427778
ZAP70	TNFRSF25	3.400858933417431
TRAT1	LY9	3.3971402574740743
KLRB1	ITK	3.394486893661515
SEPT1	GZMA	3.3928792357891058
BATF	IKZF3	3.3923940953922966
SKAP1	TC2N	3.389873920906711
TMSB4X	SLC38A1	3.388909957363819
S100A10	ALOX5AP	3.3886489848827384
LIME1	GATA3	3.3830973735468484
CAMK4	CLEC2D	3.3788727384891577
ALOX5AP	LCK	3.376937918032455
RHOH	SRGN	3.3747751380071067
CD82	TCF7	3.370575271193025
CD40LG	SIT1	3.3701825656755955
ITK	IL7R	3.369090784399356
TRBC1	GNLY	3.3654301094423453
TMSB10	IL2RG	3.36225857347708
HLA-DRB1	ALOX5AP	3.3605632451019924
TRAT1	ITM2A	3.3601484409570976
TC2N	LCK	3.3601064713101536
CD3G	ALOX5AP	3.3589733021028603
DUSP2	KIAA1551	3.3547131841984674
LCK	ZFP36L2	3.3490840776177007
EVL	LY9	3.348406315737826
TRBV4-1	SYTL1	3.3483968613010635
TCF7	ZAP70	3.346737233660992
S100A10	SKAP1	3.3451191763420143
CD69	NBAS	3.3429561668687526
EVL	TRAV8-2	3.3428991542979483
HSPA8	C12orf75	3.338497615705617
TMSB4X	RASAL3	3.3382257399173256
EVL	TRAV8-3	3.3377170885589242
SAMSN1	APOBEC3G	3.3303707996843683
C12orf75	SYTL1	3.328200061989752
GATA3	TSPAN13	3.3266793370328376
RGS1	KLRB1	3.3262084894544968
LCK	CAMK4	3.3234238452417375
TNFRSF18	CST7	3.321915630229742
PIM2	SELL	3.320232159028167
HLA-DRB5	GZMA	3.320058700979552
ACTB	GNLY	3.3120590052566676
ALOX5AP	RHOH	3.3106635780916807
KIAA1551	RARRES3	3.309770820759276
GIMAP7	CD3G	3.3038176881057684
IL22	PTPN7	3.3010069736357663
ALOX5AP	C12orf75	3.298606349163526
CD3G	IKZF3	3.2916218399884407
CD28	TMC8	3.289980950203752
NBAS	SELL	3.288256237228836
ZFP36L2	SAMSN1	3.2879767590038878
TMSB10	TRAC	3.2862180646008596
GNLY	SEPT1	3.2832214178543655
IL22	GIMAP7	3.2810380974580373
TNFRSF25	C12orf75	3.278872637351133
HLA-DQA1	TAGAP	3.277992141220454
SAMSN1	BATF	3.2775562300016605
CD3D	CD69	3.2770739600099192
CD74	LY9	3.2738523932863055
ACTB	CXCR4	3.2649689854784416
TNFRSF4	IKZF3	3.264124062459005
CD40LG	SLC9A3R1	3.2610319368712393
SKAP1	TOX	3.259035530817451
APOBEC3G	SLAMF1	3.2555238075371227
SH2D2A	CD96	3.25117791302246
ITK	RASAL3	3.2461864412907526
TRAT1	GATA3	3.245207355112694
LAT	IL22	3.243588174068131
CD247	TRBC1	3.2414115933158696
IL7R	HLA-DRB5	3.241285432302979
CD69	SRGN	3.241210880631373
CD69	TNFRSF18	3.240582149349171
BATF	GZMA	3.240184136731809
S100A10	KLRB1	3.2399335039262973
TNFRSF18	IL2RG	3.237547457213338
TNFRSF4	GATA3	3.2364487513918543
TNFRSF4	DDIT4	3.236246367467561
TUBA4A	SIT1	3.2358273842646095
LTB	TUBA4A	3.234468563495536
PGM2L1	ITM2A	3.2332418852444884
ALOX5AP	KLRB1	3.232582107798279
CAMK4	TMC8	3.2280228389525703
ITK	TUBA4A	3.2267543768254465
PTPRCAP	TSPAN13	3.222470831246057
CST7	CD96	3.217462056341415
PTGER4	S100A10	3.2165863897641325
DDIT4	CST7	3.216315732197555
TRAT1	RARRES3	3.215772720930609
SLC9A3R1	APOBEC3G	3.215753934428066
S100A4	NBAS	3.215499897606383
CD3G	TRBC1	3.2097771418099765
LCK	SKAP1	3.20800030783668
LAIR2	ZFP36L2	3.2071711012893425
RASAL3	LTB	3.206264740191174
