Gene1	Gene2	corVal	pValue
BIRC3	DDIT4	0.0367827891340013	0.000628772158461586
DDIT4	BIRC3	0.0367827891340012	0.000628772158461599
TNFRSF25	C12orf75	0.0367551779381107	0.000634732550422702
C12orf75	TNFRSF25	0.0367551779381107	0.000634732550422714
GZMM	GZMA	0.0367121866151578	0.00064411772622311
GZMA	GZMM	0.0367121866151577	0.000644117726223138
GZMA	SH2D1A	0.0367101085642105	0.000644574626235675
SH2D1A	GZMA	0.0367101085642105	0.000644574626235677
TSPAN13	HSPA8	0.0366506475217694	0.000657776692974773
HSPA8	TSPAN13	0.0366506475217692	0.000657776692974818
SH2D2A	PTPRCAP	0.0365734958545729	0.000675281417275335
PTPRCAP	SH2D2A	0.0365734958545727	0.000675281417275372
IL7R	GNLY	0.0365732980292084	0.000675326852700253
GNLY	IL7R	0.0365732980292083	0.000675326852700273
CD28	SH2D2A	0.0365610687835746	0.000678141121168471
SH2D2A	CD28	0.0365610687835745	0.000678141121168473
TRAT1	LAT	0.0365455033629111	0.000681738897521632
LAT	TRAT1	0.036545503362911	0.000681738897521672
SH2D1A	CD40LG	0.0365087075128198	0.000690314508431726
CD40LG	SH2D1A	0.0365087075128198	0.000690314508431731
S100A4	HLA-DRB1	0.0364493159602593	0.000704368010840419
HLA-DRB1	S100A4	0.0364493159602591	0.000704368010840465
TAGAP	CD69	0.0364393598171647	0.000706749733691878
CD69	TAGAP	0.0364393598171647	0.000706749733691887
RHOH	ISG20	0.0364365503225808	0.00070742317735439
ISG20	RHOH	0.0364365503225808	0.000707423177354403
GNLY	GIMAP7	0.036421412760614	0.000711061964289222
GIMAP7	GNLY	0.0364214127606139	0.000711061964289241
TRAT1	CLEC2D	0.0363951852441329	0.000717407760078195
CLEC2D	TRAT1	0.0363951852441328	0.000717407760078204
TRAT1	SLC9A3R1	0.0363766226995614	0.000721930750299943
SLC9A3R1	TRAT1	0.0363766226995613	0.000721930750299958
BIRC3	HSPA8	0.0363746976338985	0.000722401328806484
HSPA8	BIRC3	0.0363746976338984	0.000722401328806504
TMSB10	TNFRSF25	0.0363706721464558	0.000723386272228363
TNFRSF25	TMSB10	0.0363706721464556	0.000723386272228418
NBAS	SAMSN1	0.0362607820084838	0.000750760495349317
SAMSN1	NBAS	0.0362607820084837	0.000750760495349344
S100A4	NBAS	0.0361805579549062	0.000771348760630159
NBAS	S100A4	0.0361805579549062	0.000771348760630162
CXCR4	CCL5	0.0361490808742204	0.000779569077542971
CCL5	CXCR4	0.0361490808742203	0.000779569077542992
CD74	RARRES3	0.0361177258643272	0.00078783828743112
RARRES3	CD74	0.0361177258643271	0.000787838287431131
S100A4	GZMA	0.0360183463720246	0.000814588432210217
GZMA	S100A4	0.0360183463720246	0.000814588432210223
CD82	LTB	0.0360019092895521	0.000819093201436119
LTB	CD82	0.036001909289552	0.000819093201436167
CLEC2D	TRBC2	0.0360008906502036	0.00081937313014654
TRBC2	CLEC2D	0.0360008906502036	0.000819373130146548
BATF	IL32	0.0359807023866039	0.000824939336857353
IL32	BATF	0.0359807023866038	0.000824939336857381
CD40LG	IL7R	0.0359736724127903	0.000826885824815987
IL7R	CD40LG	0.0359736724127902	0.000826885824815994
TNFRSF4	CD40LG	0.0359689075165566	0.000828207570147994
CD40LG	TNFRSF4	0.0359689075165565	0.000828207570148026
GZMM	APOBEC3G	0.0359440707187044	0.000835128890602582
APOBEC3G	GZMM	0.0359440707187043	0.000835128890602609
TRBV4-1	CD3E	0.03593537166739	0.000837565730584825
CD3E	TRBV4-1	0.0359353716673896	0.00083756573058494
CD96	PTPN7	0.0359020001241157	0.00084697530575512
PTPN7	CD96	0.0359020001241156	0.000846975305755135
TUBA4A	TC2N	0.0358975790795382	0.00084822920875316
TC2N	TUBA4A	0.0358975790795382	0.000848229208753182
SLC9A3R1	TMSB10	0.035880947834367	0.000852961619929188
TMSB10	SLC9A3R1	0.035880947834367	0.000852961619929199
CD3E	S100A4	0.035854254779437	0.000860608319644466
S100A4	CD3E	0.0358542547794368	0.00086060831964452
PTGER4	CD96	0.0358214141795856	0.000870103285224166
CD96	PTGER4	0.0358214141795856	0.000870103285224171
IL22	SH2D1A	0.0357871070709435	0.00088012589699987
SH2D1A	IL22	0.0357871070709432	0.000880125896999947
TRBC1	TNFRSF18	0.0357863667941282	0.000880343339096626
TNFRSF18	TRBC1	0.0357863667941281	0.000880343339096649
IL2RG	SEPT1	0.0357482982342169	0.000891592602888173
SEPT1	IL2RG	0.0357482982342168	0.000891592602888201
IL2RG	BIRC3	0.0357038846802176	0.000904885134805409
BIRC3	IL2RG	0.0357038846802176	0.000904885134805411
KLRB1	PTGER4	0.0356897712793635	0.000909147432358556
PTGER4	KLRB1	0.0356897712793634	0.000909147432358583
SIT1	TUBA4A	0.0356585135362056	0.000918653691318732
TUBA4A	SIT1	0.0356585135362055	0.000918653691318757
SKAP1	CD247	0.0356274277433231	0.00092819891769052
CD247	SKAP1	0.035627427743323	0.000928198917690537
CD40LG	CD28	0.0356229817003698	0.000929571608601382
CD28	CD40LG	0.0356229817003698	0.000929571608601387
EVL	HLA-DQA1	0.0354168748195028	0.000995309282216125
HLA-DQA1	EVL	0.0354168748195027	0.000995309282216154
SELL	TAGAP	0.0353240592247083	0.00102629598184363
TAGAP	SELL	0.0353240592247083	0.00102629598184363
GATA3	CD2	0.0352701623934424	0.00104469682650907
CD2	GATA3	0.0352701623934422	0.00104469682650912
SEPT1	CD2	0.0351915162955433	0.00107209543982232
CD2	SEPT1	0.0351915162955429	0.00107209543982247
C12orf75	SIT1	0.0351675993341744	0.00108055845877645
SIT1	C12orf75	0.0351675993341744	0.00108055845877645
ALOX5AP	CD3E	0.035142335124732	0.0010895652700846
CD3E	ALOX5AP	0.0351423351247314	0.00108956527008482
TNFRSF4	SEPT1	0.0350935382292404	0.00110715843157122
SEPT1	TNFRSF4	0.0350935382292404	0.00110715843157124
KIAA1551	CD52	0.0350661910286178	0.00111713262522004
CD52	KIAA1551	0.0350661910286176	0.00111713262522009
LAIR2	ITK	0.0350544724767201	0.00112143203789198
ITK	LAIR2	0.0350544724767199	0.00112143203789206
TRBV4-1	LY9	0.0350516017638162	0.0011224876019722
LY9	TRBV4-1	0.0350516017638161	0.00112248760197224
CD3E	HLA-DRB1	0.0350234685802671	0.00113288091554166
HLA-DRB1	CD3E	0.0350234685802668	0.00113288091554178
SLC38A1	CLEC2D	0.0350139615293452	0.00113641318891134
CLEC2D	SLC38A1	0.0350139615293452	0.00113641318891136
GZMM	SLC9A3R1	0.0349616849432144	0.00115601870598639
SLC9A3R1	GZMM	0.0349616849432144	0.00115601870598642
TAGAP	S100A4	0.034867963241392	0.00119195197896378
S100A4	TAGAP	0.034867963241392	0.00119195197896379
IL32	LAT	0.0348073228794543	0.00121574853366976
LAT	IL32	0.0348073228794543	0.00121574853366979
ZAP70	CD247	0.0348000349740456	0.00121863780679975
CD247	ZAP70	0.0348000349740456	0.00121863780679977
LIME1	TC2N	0.0347595379964065	0.00123480858261571
TC2N	LIME1	0.0347595379964064	0.00123480858261574
TOX	TRAV8-2	0.0347143482561565	0.0012530869774661
TRAV8-2	TOX	0.0347143482561564	0.00125308697746613
CD247	TNFRSF4	0.034712072768481	0.00125401394153099
TNFRSF4	CD247	0.0347120727684809	0.001254013941531
GATA3	LIME1	0.0346019063732162	0.00129965697228052
LIME1	GATA3	0.0346019063732161	0.00129965697228053
PTPN7	RASAL3	0.0344665712397276	0.00135782492021343
RASAL3	PTPN7	0.0344665712397276	0.00135782492021344
KLRB1	CD40LG	0.0344197791413111	0.00137848871456905
CD40LG	KLRB1	0.0344197791413109	0.00137848871456915
NBAS	CCL5	0.0343927666342803	0.00139054929780825
CCL5	NBAS	0.0343927666342803	0.00139054929780827
TRBV4-1	IL32	0.034391199938727	0.00139125177446717
IL32	TRBV4-1	0.0343911999387267	0.00139125177446728
TMC8	CD52	0.034366816558804	0.00140222707897144
CD52	TMC8	0.034366816558804	0.00140222707897145
GATA3	CD3G	0.0343191925681861	0.00142389384559584
CD3G	GATA3	0.034319192568186	0.00142389384559586
DUSP2	HLA-DPA1	0.0343191165891592	0.00142392865783324
HLA-DPA1	DUSP2	0.0343191165891592	0.00142392865783324
CD40LG	CLEC2D	0.0342798894913669	0.00144200693955165
CLEC2D	CD40LG	0.0342798894913668	0.00144200693955166
KIAA1551	TRAV8-3	0.034256626803711	0.00145282750329368
TRAV8-3	KIAA1551	0.034256626803711	0.00145282750329371
APOBEC3G	SAMSN1	0.0342419644861676	0.00145968602273818
SAMSN1	APOBEC3G	0.0342419644861675	0.00145968602273821
HLA-DRB1	CD69	0.0341997180310772	0.00147961460605564
CD69	HLA-DRB1	0.0341997180310771	0.00147961460605571
HLA-DRB1	DUSP2	0.0341996824951485	0.0014796314741397
DUSP2	HLA-DRB1	0.0341996824951483	0.0014796314741398
TRAC	PTPN7	0.0341853876546501	0.00148643129248331
PTPN7	TRAC	0.03418538765465	0.00148643129248334
CD3E	CD28	0.0341738975835461	0.00149191778526896
CD28	CD3E	0.0341738975835461	0.00149191778526898
HLA-DPA1	LCK	0.0341517102459764	0.00150256503385817
LCK	HLA-DPA1	0.0341517102459763	0.00150256503385822
RHOH	CD96	0.0341480293068358	0.00150433819523506
CD96	RHOH	0.0341480293068358	0.00150433819523508
CD28	BATF	0.0340306718542115	0.00156189142505594
BATF	CD28	0.0340306718542114	0.00156189142505598
CD28	CAMK4	0.0340283238387396	0.00156306332779437
CAMK4	CD28	0.0340283238387396	0.00156306332779438
ALOX5AP	CD28	0.0339294195553461	0.00161316826505559
CD28	ALOX5AP	0.033929419555346	0.00161316826505563
SYTL1	TNFRSF18	0.0339079698743575	0.00162422789579643
TNFRSF18	SYTL1	0.0339079698743575	0.00162422789579645
SRGN	CD2	0.0338836180431565	0.00163686844436289
CD2	SRGN	0.0338836180431564	0.00163686844436293
CD3G	SKAP1	0.0338834625316878	0.00163694945731711
SKAP1	CD3G	0.0338834625316877	0.00163694945731715
IL2RG	EVL	0.0338745235784616	0.0016416123675369
EVL	IL2RG	0.0338745235784616	0.00164161236753693
ZAP70	CD2	0.0338073352486444	0.00167705349790482
CD2	ZAP70	0.0338073352486444	0.00167705349790484
SH2D2A	SKAP1	0.0337959028542645	0.00168315356618657
SKAP1	SH2D2A	0.0337959028542644	0.00168315356618661
LAT	TMSB10	0.0337940053066816	0.00168416802738775
TMSB10	LAT	0.0337940053066815	0.00168416802738781
TMC8	SELL	0.0337744681810194	0.00169464565822859
SELL	TMC8	0.0337744681810193	0.0016946456582286
KLRB1	SRGN	0.0337629315667489	0.00170086078527381
SRGN	KLRB1	0.0337629315667488	0.00170086078527385
PTPRCAP	CCL5	0.0336854689015819	0.00174313818090967
CCL5	PTPRCAP	0.0336854689015815	0.00174313818090992
EVL	TAGAP	0.0336785341503624	0.00174696974604013
TAGAP	EVL	0.0336785341503624	0.00174696974604014
SLC38A1	ALOX5AP	0.0336293403271006	0.00177437320151593
ALOX5AP	SLC38A1	0.0336293403271005	0.00177437320151594
BIRC3	TRBV4-1	0.03355798917192	0.00181482197376853
TRBV4-1	BIRC3	0.0335579891719198	0.00181482197376861
TRAV8-3	TIGIT	0.0335453801950553	0.00182205744687
TIGIT	TRAV8-3	0.0335453801950552	0.00182205744687004
IL32	LCK	0.0335290745846155	0.00183145347658489
LCK	IL32	0.0335290745846154	0.00183145347658495
CCL5	CD3E	0.0335236388893196	0.00183459564988798
CD3E	CCL5	0.0335236388893194	0.00183459564988813
LTB	SIT1	0.0335157724210603	0.00183915173328755
SIT1	LTB	0.0335157724210602	0.00183915173328764
SIT1	PTPN7	0.0334916242835171	0.00185320280575266
PTPN7	SIT1	0.033491624283517	0.00185320280575269
LCK	RHOH	0.0334646473636623	0.00186901642994285
RHOH	LCK	0.0334646473636621	0.00186901642994295
SYTL1	KLRB1	0.033413460420442	0.00189936291327906
KLRB1	SYTL1	0.033413460420442	0.00189936291327907
TMSB10	KLRB1	0.0334066203071025	0.00190345220915855
KLRB1	TMSB10	0.0334066203071024	0.0019034522091586
CD3E	TRAV8-3	0.0333946954155392	0.00191060072850567
TRAV8-3	CD3E	0.033394695415539	0.00191060072850582
BATF	ZAP70	0.0333697319688402	0.00192564524558075
ZAP70	BATF	0.0333697319688401	0.00192564524558084
CD69	IKZF3	0.033350647844834	0.00193721978972805
IKZF3	CD69	0.033350647844834	0.00193721978972805
IKZF3	SKAP1	0.0333092506993887	0.0019625470557974
SKAP1	IKZF3	0.0333092506993887	0.00196254705579743
TSPAN13	TNFRSF4	0.0332998140377096	0.00196836289290734
TNFRSF4	TSPAN13	0.0332998140377096	0.00196836289290735
SLC9A3R1	CD3E	0.0332986626788712	0.00196907355980222
CD3E	SLC9A3R1	0.0332986626788711	0.00196907355980226
CD2	LCK	0.0332810280768644	0.00197998784140632
LCK	CD2	0.0332810280768641	0.00197998784140653
GNLY	S100A4	0.0332569933095256	0.00199495267755427
S100A4	GNLY	0.0332569933095255	0.00199495267755437
RARRES3	APOBEC3G	0.0332343614093181	0.00200913885230235
APOBEC3G	RARRES3	0.033234361409318	0.0020091388523024
SLC9A3R1	RARRES3	0.0332292343394171	0.00201236544584158
RARRES3	SLC9A3R1	0.0332292343394171	0.00201236544584162
TRBC2	IL32	0.0331801438978101	0.00204350086438499
IL32	TRBC2	0.0331801438978098	0.00204350086438517
CXCR3	CST7	0.0331555207381172	0.00205928386384427
CST7	CXCR3	0.033155520738117	0.00205928386384433
TRAT1	PIM2	0.0331551833086301	0.00205950092454889
PIM2	TRAT1	0.0331551833086301	0.00205950092454891
GATA3	IL22	0.0331187347466972	0.00208307140050303
IL22	GATA3	0.0331187347466971	0.00208307140050305
LTB	PIM2	0.0331175819504345	0.00208382090831964
PIM2	LTB	0.0331175819504344	0.00208382090831971
SKAP1	TRAV8-3	0.0331097697420996	0.00208890665351678
TRAV8-3	SKAP1	0.0331097697420993	0.00208890665351697
TNFRSF25	ZAP70	0.0330968709389424	0.00209732868871805
ZAP70	TNFRSF25	0.0330968709389423	0.0020973286887181
ZFP36L2	CD52	0.0330901007628155	0.00210176160009575
CD52	ZFP36L2	0.0330901007628153	0.00210176160009584
TNFRSF4	IL2RG	0.0330846015654779	0.00210536863388053
IL2RG	TNFRSF4	0.0330846015654776	0.00210536863388068
TOX	PGM2L1	0.0330803093261056	0.00210818794304882
PGM2L1	TOX	0.0330803093261055	0.00210818794304889
PTGER4	CST7	0.0330631797125815	0.0021194738460087
CST7	PTGER4	0.0330631797125814	0.00211947384600876
TRAC	SLC9A3R1	0.0329610426438588	0.00218792491684008
SLC9A3R1	TRAC	0.0329610426438588	0.00218792491684008
CD28	LAT	0.0329464575003659	0.00219786335574589
LAT	CD28	0.0329464575003658	0.002197863355746
PTPRCAP	TNFRSF18	0.032865237417908	0.00225396804262765
TNFRSF18	PTPRCAP	0.0328652374179078	0.00225396804262774
PTGER4	CD69	0.0328190797353164	0.00228643423183224
CD69	PTGER4	0.0328190797353163	0.00228643423183232
PTGER4	TMSB4X	0.0327940514171019	0.00230421709047928
TMSB4X	PTGER4	0.0327940514171018	0.00230421709047932
TNFRSF4	GATA3	0.0327631082024728	0.00232637760629127
GATA3	TNFRSF4	0.0327631082024727	0.0023263776062913
KIAA1551	SLC38A1	0.0326531328909649	0.00240672690459859
SLC38A1	KIAA1551	0.0326531328909648	0.00240672690459863
RHOH	SAMSN1	0.032644016460887	0.00241350017962828
SAMSN1	RHOH	0.0326440164608869	0.00241350017962834
CD3D	ALOX5AP	0.0326435881452068	0.00241381883589412
ALOX5AP	CD3D	0.0326435881452067	0.00241381883589423
ZAP70	C12orf75	0.0326263284163627	0.00242669172841544
C12orf75	ZAP70	0.0326263284163626	0.00242669172841553
RASAL3	SEPT1	0.0326109075950475	0.00243824620690339
SEPT1	RASAL3	0.0326109075950475	0.00243824620690345
TC2N	IL7R	0.0325895077008003	0.00245436408108658
IL7R	TC2N	0.0325895077008003	0.00245436408108658
IL7R	PIM2	0.0325765414929373	0.0024641772756055
PIM2	IL7R	0.0325765414929373	0.00246417727560552
ITM2A	CD2	0.0325132111958429	0.00251262527040715
CD2	ITM2A	0.0325132111958427	0.00251262527040725
CD40LG	TMSB10	0.0324032819660054	0.00259879486330467
TMSB10	CD40LG	0.0324032819660052	0.00259879486330479
CD82	IL22	0.0323994004613605	0.00260188623453397
IL22	CD82	0.0323994004613604	0.00260188623453404
CD3D	TRAC	0.0323617867402128	0.00263201775912555
TRAC	CD3D	0.0323617867402127	0.00263201775912565
ITK	CD2	0.0323385031574755	0.00265082918825512
CD2	ITK	0.0323385031574754	0.00265082918825518
ISG20	IKZF3	0.0322963191818652	0.00268522400345834
IKZF3	ISG20	0.0322963191818652	0.00268522400345835
ISG20	LCK	0.0322611563423506	0.00271420519197283
LCK	ISG20	0.0322611563423505	0.00271420519197286
LCK	RARRES3	0.0322050076174806	0.00276107585219609
RARRES3	LCK	0.0322050076174806	0.00276107585219609
TRAV8-2	TSPAN13	0.0320979847654561	0.0028524670207759
TSPAN13	TRAV8-2	0.0320979847654559	0.00285246702077605
GIMAP7	KLRB1	0.0320896167232516	0.00285972795418659
KLRB1	GIMAP7	0.0320896167232516	0.00285972795418659
CD247	CD96	0.0320622237169789	0.00288361497709211
CD96	CD247	0.0320622237169789	0.00288361497709215
RARRES3	LAIR2	0.0319925852894515	0.00294516267041237
LAIR2	RARRES3	0.0319925852894514	0.00294516267041242
CD3E	TNFRSF25	0.0319743584253849	0.00296146860888254
TNFRSF25	CD3E	0.0319743584253848	0.00296146860888262
CAMK4	TCF7	0.0319702804530687	0.00296512806082337
TCF7	CAMK4	0.0319702804530686	0.00296512806082342
IL2RG	TMSB10	0.0319621948125004	0.00297239607725474
TMSB10	IL2RG	0.0319621948125003	0.00297239607725482
CD28	IL7R	0.0319523973977791	0.00298122454756186
IL7R	CD28	0.031952397397779	0.00298122454756193
CD28	SELL	0.0319306271706773	0.003000927431329
SELL	CD28	0.0319306271706772	0.00300092743132906
TMC8	PTPRCAP	0.0318937402877967	0.00303458275254004
PTPRCAP	TMC8	0.0318937402877967	0.00303458275254011
EVL	SLC38A1	0.0318934486594143	0.0030348501981205
SLC38A1	EVL	0.0318934486594143	0.0030348501981205
CD74	RHOH	0.0318695209444628	0.00305686712168091
RHOH	CD74	0.0318695209444627	0.00305686712168101
IL7R	DDIT4	0.0318359748759971	0.00308797957316673
DDIT4	IL7R	0.0318359748759971	0.00308797957316677
DUSP2	TIGIT	0.0318110579063392	0.00311127548438957
TIGIT	DUSP2	0.0318110579063391	0.0031112754843897
SAMSN1	ISG20	0.0317672094005206	0.00315266064822967
ISG20	SAMSN1	0.0317672094005206	0.00315266064822969
CXCR3	LIME1	0.0317622746420348	0.00315734945257505
LIME1	CXCR3	0.0317622746420346	0.00315734945257521
IL32	ZAP70	0.0317324162417042	0.00318585549378415
ZAP70	IL32	0.0317324162417039	0.00318585549378446
C12orf75	TRAV8-3	0.0317302085553691	0.00318797247153679
TRAV8-3	C12orf75	0.031730208555369	0.00318797247153684
TRBC1	PTPRCAP	0.0316691370216636	0.00324704530941365
PTPRCAP	TRBC1	0.0316691370216635	0.00324704530941378
ACTB	LCK	0.0316344152280733	0.00328107370053992
LCK	ACTB	0.0316344152280732	0.00328107370054007
CD3G	TUBA4A	0.0316173553226	0.00329791163228145
TUBA4A	CD3G	0.0316173553225999	0.00329791163228156
CD28	ITM2A	0.0315978498167617	0.00331725974408739
ITM2A	CD28	0.0315978498167615	0.00331725974408757
SIT1	LY9	0.031475324109879	0.00344117923901726
LY9	SIT1	0.031475324109879	0.00344117923901727
ITK	ITM2A	0.0314709849717417	0.00344564399076085
ITM2A	ITK	0.0314709849717416	0.00344564399076097
GATA3	SKAP1	0.0314409496957743	0.00347669357858556
SKAP1	GATA3	0.0314409496957741	0.00347669357858575
SLC9A3R1	HLA-DPA1	0.0313504583682711	0.00357178610239163
HLA-DPA1	SLC9A3R1	0.031350458368271	0.00357178610239176
LAIR2	TRAV8-3	0.0313157854006128	0.00360884460431485
TRAV8-3	LAIR2	0.0313157854006123	0.00360884460431533
APOBEC3G	CD40LG	0.0313066424152056	0.00361867471835128
CD40LG	APOBEC3G	0.0313066424152056	0.00361867471835134
CD3D	S100A4	0.0312342193680633	0.00369740504094728
S100A4	CD3D	0.031234219368063	0.00369740504094764
SAMSN1	CD2	0.0312243175577151	0.00370828934726475
CD2	SAMSN1	0.0312243175577151	0.00370828934726479
CD3G	TRAC	0.0312208702064047	0.00371208558750919
TRAC	CD3G	0.0312208702064047	0.00371208558750921
TIGIT	TCF7	0.0311997282388678	0.00373544458710948
TCF7	TIGIT	0.0311997282388676	0.00373544458710963
CD74	TIGIT	0.0311618463276026	0.00377763332665828
TIGIT	CD74	0.0311618463276026	0.00377763332665836
PGM2L1	SKAP1	0.0311525989162273	0.0037879976136229
SKAP1	PGM2L1	0.0311525989162273	0.00378799761362291
ITK	CD40LG	0.0311181109291429	0.0038268792173617
CD40LG	ITK	0.0311181109291429	0.00382687921736173
TRBV4-1	CD3D	0.0310736430292707	0.00387754716303146
CD3D	TRBV4-1	0.0310736430292705	0.00387754716303179
KIAA1551	CD2	0.0310730118926537	0.00387827066220404
CD2	KIAA1551	0.0310730118926536	0.00387827066220419
PTPN7	ACTB	0.0310460566163993	0.00390928533671517
ACTB	PTPN7	0.0310460566163993	0.00390928533671525
SH2D1A	SELL	0.0310444881911338	0.00391109687812951
SELL	SH2D1A	0.0310444881911337	0.00391109687812961
BATF	CD3E	0.0310388303114464	0.00391763810288445
CD3E	BATF	0.0310388303114462	0.00391763810288469
CD40LG	CD96	0.0309481600337293	0.00402382857401883
CD96	CD40LG	0.0309481600337291	0.00402382857401904
SH2D1A	CD3E	0.0309474719924611	0.00402464428126768
CD3E	SH2D1A	0.0309474719924608	0.00402464428126798
LIME1	SEPT1	0.030922300794705	0.00405458937168556
SEPT1	LIME1	0.0309223007947049	0.00405458937168566
CD69	SH2D1A	0.0309021893288659	0.0040786602795177
SH2D1A	CD69	0.0309021893288658	0.00407866027951779
RGS1	SLAMF1	0.0308367221445984	0.00415791711447499
SLAMF1	RGS1	0.0308367221445984	0.00415791711447508
SIT1	S100A4	0.0308244751131916	0.00417289799642071
S100A4	SIT1	0.0308244751131916	0.00417289799642076
SLC9A3R1	ZFP36L2	0.0308164906511566	0.004182691141709
ZFP36L2	SLC9A3R1	0.0308164906511566	0.00418269114170905
CD40LG	HLA-DRB1	0.0308097747387116	0.00419094451511082
HLA-DRB1	CD40LG	0.0308097747387115	0.00419094451511095
ACTB	SEPT1	0.0307915060771115	0.00421347018038398
SEPT1	ACTB	0.0307915060771115	0.00421347018038401
TNFRSF18	TSPAN13	0.0307622383728308	0.004249786857903
TSPAN13	TNFRSF18	0.0307622383728308	0.00424978685790308
TRAV8-3	S100A4	0.0307547307737453	0.00425914825177493
S100A4	TRAV8-3	0.0307547307737452	0.00425914825177509
PTPN7	TMC8	0.0307306998887889	0.00428923874959526
TMC8	PTPN7	0.0307306998887889	0.00428923874959528
ALOX5AP	PTPN7	0.0306514504189049	0.00438984256285704
PTPN7	ALOX5AP	0.0306514504189048	0.00438984256285717
CLEC2D	TMC8	0.0306410358426535	0.00440322120555089
TMC8	CLEC2D	0.0306410358426535	0.00440322120555093
GZMA	DDIT4	0.0306229027640919	0.00442660329311621
DDIT4	GZMA	0.0306229027640919	0.0044266032931163
ITK	PIM2	0.0306199253166409	0.00443045336219621
PIM2	ITK	0.0306199253166408	0.00443045336219631
SELL	CXCR3	0.0305941617087714	0.00446389462281256
CXCR3	SELL	0.0305941617087712	0.0044638946228127
CD52	ITK	0.0305662789142716	0.00450034412707439
ITK	CD52	0.0305662789142715	0.00450034412707453
TNFRSF25	SYTL1	0.0305648122073438	0.0045022689079611
SYTL1	TNFRSF25	0.0305648122073437	0.00450226890796119
IL32	CD247	0.0305627691503543	0.00450495128425896
CD247	IL32	0.0305627691503542	0.0045049512842591
TOX	SRGN	0.0305489465367794	0.00452313737102853
SRGN	TOX	0.0305489465367793	0.00452313737102858
CD2	GZMM	0.0305355097192113	0.00454087958763561
GZMM	CD2	0.0305355097192111	0.00454087958763588
TMSB4X	ITM2A	0.0304952463551138	0.00459442211749493
ITM2A	TMSB4X	0.0304952463551137	0.00459442211749505
CD96	CCL5	0.0304879752099431	0.0046041520603969
CCL5	CD96	0.0304879752099429	0.00460415206039711
TNFRSF18	SH2D2A	0.030443701150447	0.00466380150677283
SH2D2A	TNFRSF18	0.0304437011504469	0.00466380150677295
IL2RG	CD2	0.0304112345485009	0.0047079866776704
CD2	IL2RG	0.0304112345485008	0.00470798667767042
APOBEC3G	ITM2A	0.0303996085239612	0.00472390092542678
ITM2A	APOBEC3G	0.0303996085239612	0.00472390092542683
ITK	CLEC2D	0.0303574367057971	0.00478203711186254
CLEC2D	ITK	0.0303574367057971	0.00478203711186255
TUBA4A	S100A10	0.0302526353890497	0.00492932513687483
S100A10	TUBA4A	0.0302526353890496	0.00492932513687493
CD96	SAMSN1	0.0302400376555509	0.0049473034854646
SAMSN1	CD96	0.0302400376555509	0.00494730348546462
IKZF3	TIGIT	0.0301646999325723	0.00505606172372054
TIGIT	IKZF3	0.0301646999325722	0.00505606172372064
IL22	ITK	0.0301445408674835	0.00508552773056753
ITK	IL22	0.0301445408674835	0.00508552773056763
PIM2	CD69	0.0301259884242032	0.00511278242349779
CD69	PIM2	0.0301259884242032	0.00511278242349788
PGM2L1	SLC38A1	0.0301141380298136	0.00513026040309044
SLC38A1	PGM2L1	0.0301141380298135	0.00513026040309059
PTPN7	CD2	0.0300567924086085	0.00521560380929205
CD2	PTPN7	0.0300567924086085	0.00521560380929208
TNFRSF25	TNFRSF18	0.0300250229133812	0.00526343419140906
TNFRSF18	TNFRSF25	0.0300250229133812	0.00526343419140919
GNLY	SH2D2A	0.0299203239520336	0.00542388024222819
SH2D2A	GNLY	0.0299203239520334	0.00542388024222839
HSPA8	CD2	0.0298992973022231	0.00545662999032365
CD2	HSPA8	0.029899297302223	0.00545662999032373
CD3G	LIME1	0.0298845051254184	0.00547977615594295
LIME1	CD3G	0.0298845051254183	0.00547977615594303
TNFRSF25	APOBEC3G	0.0298618821401675	0.00551534704898325
APOBEC3G	TNFRSF25	0.0298618821401675	0.00551534704898335
SEPT1	SYTL1	0.0298552504869555	0.00552581364208302
SYTL1	SEPT1	0.0298552504869554	0.00552581364208312
SLC9A3R1	CD247	0.0298532191164885	0.00552902329350617
CD247	SLC9A3R1	0.0298532191164885	0.00552902329350619
CD82	HSPA8	0.0298197686052855	0.00558211899690899
HSPA8	CD82	0.0298197686052854	0.00558211899690915
IL32	IL2RG	0.0298135924764913	0.00559197246757899
IL2RG	IL32	0.029813592476491	0.0055919724675794
PTGER4	TNFRSF18	0.0297962912131231	0.00561965870931368
TNFRSF18	PTGER4	0.0297962912131231	0.00561965870931371
TOX	TRAV8-3	0.0297891763489373	0.00563108006162862
TRAV8-3	TOX	0.0297891763489372	0.00563108006162876
IL2RG	HSPA8	0.0297840742165166	0.00563928330121421
HSPA8	IL2RG	0.0297840742165165	0.00563928330121429
TMC8	TC2N	0.0297572331314721	0.00568261632889716
TC2N	TMC8	0.029757233131472	0.0056826163288972
CCL5	CD74	0.0297522563627083	0.00569068389108622
CD74	CCL5	0.0297522563627082	0.00569068389108637
GIMAP7	LTB	0.0297379351505634	0.00571395686617972
LTB	GIMAP7	0.0297379351505633	0.00571395686617987
GATA3	IL32	0.0296855467388752	0.0057998247110046
IL32	GATA3	0.0296855467388748	0.00579982471100536
PIM2	SELL	0.0296848260647259	0.00580101400843196
SELL	PIM2	0.0296848260647258	0.00580101400843201
S100A4	LCK	0.0296202903501498	0.00590841002495905
LCK	S100A4	0.0296202903501497	0.00590841002495919
